cell_id,NRAS.1.115258747.C...2,NRAS.1.115258747.C...3,DNMT3A.2.25457243.G,NPM1.5.170837543.C,FLT3.13.28592642.C,FLT3.13.28608243.X
c1943,13,13,26,15,64,16
c1944,10,10,108,179,84,10
c1945,38,38,28,24,94,13
c1946,20,20,43,2,29,6
c1947,33,33,28,8,122,28
c1948,9,9,57,13,169,72
c1949,38,38,33,41,78,17
c1950,5,5,12,1,83,3
c1951,40,40,27,7,82,26
c1952,3,3,5,30,51,9
c1953,20,20,64,32,75,29
c1954,14,14,24,55,37,5
c1955,31,31,45,40,118,32
c1956,15,15,23,1,178,12
c1957,7,7,12,2,120,17
c1958,33,33,19,50,56,17
c1959,70,70,87,83,197,35
c1960,17,17,23,40,26,6
c1961,12,12,38,43,84,15
c1962,13,13,35,8,112,34
c1963,12,12,24,51,114,19
c1964,9,9,11,2,42,10
c1965,2,2,25,11,78,23
c1966,11,11,33,21,14,12
c1967,26,26,43,18,62,21
c1968,23,23,27,28,54,14
c1969,39,39,85,275,117,17
c1970,26,26,25,4,74,43
c1971,60,60,114,27,142,104
c1972,20,20,81,125,86,14
c1973,18,18,84,37,184,40
c1974,22,22,64,63,37,15
c1975,51,51,23,65,104,13
c1976,11,11,87,39,114,43
c1977,60,60,128,41,242,38
c1978,25,25,34,41,40,4
c1979,10,10,67,43,116,28
c1980,52,52,117,83,184,50
c1981,11,11,20,15,152,14
c1982,33,33,52,16,97,33
c1983,21,21,88,9,203,79
c1984,32,32,82,64,126,20
c1985,18,18,28,14,78,0
c1986,40,40,69,39,200,32
c1987,21,21,24,1,0,6
c1988,27,27,35,23,32,13
c1989,21,21,43,25,96,14
c1990,10,10,40,5,238,90
c1991,13,13,52,23,69,54
c1992,19,19,37,51,84,15
c1993,12,12,51,30,107,20
c1994,15,15,39,28,110,10
c1995,35,35,36,69,92,45
c1996,15,15,48,42,69,4
c1997,23,23,32,22,177,25
c1998,10,10,20,26,122,19
c1999,7,7,11,3,88,10
c2000,33,33,34,71,110,23
c2001,20,20,23,36,70,9
c2002,26,26,45,17,92,25
c2003,26,26,36,38,92,34
c2004,37,37,46,67,62,18
c2005,10,10,12,7,82,23
c2006,22,22,83,12,224,39
c2007,16,16,39,91,89,21
c2008,26,26,42,51,116,51
c2009,16,16,18,22,38,8
c2010,30,30,73,23,60,21
c2011,22,22,33,10,106,12
c2012,17,17,30,31,68,22
c2013,19,19,24,24,149,24
c2014,37,37,41,30,90,17
c2015,13,13,31,21,32,10
c2016,9,9,6,3,115,8
c2017,15,15,50,64,100,32
c2018,25,25,66,20,82,36
c2019,54,54,110,176,212,42
c2020,42,42,91,96,137,31
c2021,22,22,14,8,72,32
c2022,9,9,2,12,129,24
c2023,33,33,44,37,58,20
c2024,71,71,117,27,208,75
c2025,15,15,54,25,88,24
c2026,33,33,27,50,104,33
c2027,7,7,27,53,134,34
c2028,19,19,20,6,82,15
c2029,9,9,22,16,29,6
c2030,26,26,34,31,22,3
c2031,24,24,36,30,98,45
c2032,54,54,66,70,135,31
c2033,8,8,9,4,28,3
c2034,45,45,8,21,66,8
c2035,22,22,48,102,22,11
c2036,26,26,25,24,149,37
c2037,8,8,7,7,75,8
c2038,15,15,18,38,100,20
c2039,16,16,50,9,34,14
c2040,24,24,54,23,105,16
c2041,27,27,36,10,52,26
c2042,8,8,48,49,54,15
c2043,16,16,20,50,73,14
c2044,32,32,37,57,56,13
c2045,26,26,17,40,72,57
c2046,48,48,30,100,12,14
c2047,21,21,47,11,86,46
c2048,72,72,88,129,145,29
c2049,9,9,53,19,33,9
c2050,48,48,40,28,62,0
c2051,7,7,10,11,46,40
c2052,1,1,4,6,56,7
c2053,26,26,53,62,63,23
c2054,16,16,44,50,136,76
c2055,13,13,64,30,92,24
c2056,25,25,59,69,46,18
c2057,20,20,19,17,87,44
c2058,40,40,32,21,36,19
c2059,42,42,50,25,114,25
c2060,14,14,69,41,181,82
c2061,24,24,50,51,72,11
c2062,42,42,89,55,118,42
c2063,25,25,1,57,84,13
c2064,46,46,66,40,147,23
c2065,42,42,22,10,120,35
c2066,15,15,56,19,98,23
c2067,23,23,10,5,82,16
c2068,9,9,28,9,82,20
c2069,71,71,70,24,131,27
c2070,13,13,5,5,117,19
c2071,6,6,22,4,47,9
c2072,27,27,24,16,76,8
c2073,12,12,16,14,101,15
c2074,39,39,60,26,100,14
c2075,41,41,33,42,86,46
c2076,1,1,47,8,197,51
c2077,27,27,34,40,45,20
c2078,10,10,24,24,64,20
c2079,13,13,35,24,84,26
c2080,24,24,16,15,50,9
c2081,13,13,53,1,31,4
c2082,14,14,48,27,30,24
c2083,14,14,16,35,38,5
c2084,13,13,68,30,64,20
c2085,13,13,27,44,111,24
c2086,15,15,49,29,82,12
c2087,32,32,60,9,137,36
c2088,26,26,28,92,59,14
c2089,48,48,44,13,104,18
c2090,27,27,34,17,66,16
c2091,48,48,19,66,52,14
c2092,19,19,34,59,36,18
c2093,29,29,31,20,60,11
c2094,36,36,27,13,112,25
c2095,34,34,56,25,178,35
c2096,45,45,87,14,94,34
c2097,51,51,96,34,118,23
c2098,31,31,65,0,46,26
c2099,35,35,21,12,143,32
c2100,25,25,26,71,65,14
c2101,8,8,9,6,73,10
c2102,16,16,23,4,96,15
c2103,36,36,26,71,102,22
c2104,67,67,107,132,116,46
c2105,15,15,20,6,54,21
c2106,23,23,42,68,40,8
c2107,13,13,53,53,34,8
c2108,7,7,42,5,183,55
c2109,8,8,63,68,154,65
c2110,25,25,55,47,84,17
c2111,22,22,24,30,87,35
c2112,21,21,24,35,96,24
c2113,36,36,68,49,94,18
c2114,12,12,39,62,48,19
c2115,12,12,28,35,63,8
c2116,17,17,25,62,46,17
c2117,21,21,42,29,98,25
c2118,4,4,18,5,131,30
c2119,19,19,41,32,62,14
c2120,9,9,19,26,76,17
c2121,25,25,40,18,126,53
c2122,25,25,65,48,91,26
c2123,54,54,65,87,120,30
c2124,35,35,48,26,162,27
c2125,11,11,11,1,149,16
c2126,17,17,50,45,88,19
c2127,5,5,52,4,120,15
c2128,22,22,44,18,86,36
c2129,21,21,62,10,178,87
c2130,30,30,38,5,61,11
c2131,16,16,26,10,82,6
c2132,26,26,21,11,60,12
c2133,15,15,18,12,71,10
c2134,62,62,107,86,62,33
c2135,32,32,53,3,68,26
c2136,31,31,26,46,47,9
c2137,6,6,27,10,85,9
c2138,17,17,19,5,123,12
c2139,12,12,11,22,72,15
c2140,19,19,34,18,80,14
c2141,67,67,147,82,143,53
c2142,14,14,31,8,158,21
c2143,42,42,45,31,102,27
c2144,8,8,29,2,24,28
c2145,22,22,41,84,16,2
c2146,41,41,56,22,189,40
c2147,19,19,29,38,192,84
c2148,3,3,10,3,52,4
c2149,35,35,49,16,64,19
c2150,15,15,17,21,62,6
c2151,35,35,26,65,38,14
c2152,10,10,10,3,138,11
c2153,9,9,41,56,88,24
c2154,34,34,13,9,68,14
c2155,7,7,34,48,80,10
c2156,46,46,58,29,61,23
c2157,49,49,73,107,129,28
c2158,18,18,23,71,82,17
c2159,23,23,38,41,42,15
c2160,16,16,8,29,84,34
c2161,20,20,59,14,26,8
c2162,7,7,29,4,18,18
c2163,26,26,53,10,103,23
c2164,12,12,26,17,50,5
c2165,26,26,50,18,52,14
c2166,23,23,50,58,46,15
c2167,14,14,46,40,119,23
c2168,12,12,19,15,78,10
c2169,39,39,10,38,34,4
c2170,28,28,48,26,70,16
c2171,71,71,85,91,80,21
c2172,31,31,44,32,88,44
c2173,17,17,41,11,50,21
c2174,34,34,8,26,49,6
c2175,20,20,36,59,73,12
c2176,16,16,33,4,126,15
c2177,5,5,29,38,34,10
c2178,13,13,10,11,66,24
c2179,7,7,29,4,89,32
c2180,49,49,55,28,78,9
c2181,22,22,53,14,45,18
c2182,15,15,18,9,22,4
c2183,24,24,28,66,60,17
c2184,20,20,87,24,158,0
c2185,29,29,37,45,44,10
c2186,23,23,7,15,49,9
c2187,47,47,99,80,247,45
c2188,12,12,23,10,67,4
c2189,27,27,143,52,158,38
c2190,4,4,37,2,106,9
c2191,18,18,22,6,154,23
c2192,17,17,20,41,26,14
c2193,4,4,24,8,99,20
c2194,25,25,46,18,77,14
c2195,23,23,31,14,99,20
c2196,10,10,9,27,70,15
c2197,12,12,37,55,66,14
c2198,7,7,28,3,132,22
c2199,26,26,22,32,62,14
c2200,20,20,72,37,71,21
c2201,38,38,51,30,144,28
c2202,25,25,48,37,57,15
c2203,22,22,40,11,86,27
c2204,23,23,108,37,148,52
c2205,25,25,47,47,66,14
c2206,36,36,44,44,108,25
c2207,22,22,24,20,32,29
c2208,10,10,13,6,72,10
c2209,29,29,28,6,72,12
c2210,38,38,33,43,56,14
c2211,16,16,22,19,26,4
c2212,52,52,108,37,98,12
c2213,15,15,48,66,52,15
c2214,16,16,27,9,46,11
c2215,10,10,46,1,110,17
c2216,27,27,31,22,42,17
c2217,71,71,38,7,168,58
c2218,47,47,61,126,95,21
c2219,39,39,77,12,222,30
c2220,11,11,30,33,56,19
c2221,9,9,54,20,84,17
c2222,45,45,61,79,90,21
c2223,35,35,42,59,82,45
c2224,26,26,49,34,100,6
c2225,15,15,78,4,68,55
c2226,39,39,30,9,76,26
c2227,27,27,97,100,132,34
c2228,28,28,81,71,96,36
c2229,19,19,22,32,30,8
c2230,27,27,14,46,50,10
c2231,47,47,46,3,124,17
c2232,26,26,50,22,67,28
c2233,48,48,54,5,77,30
c2234,18,18,30,15,34,16
c2235,14,14,43,47,146,7
c2236,20,20,30,12,47,20
c2237,32,32,51,37,111,25
c2238,6,6,18,2,55,12
c2239,36,36,35,26,83,20
c2240,28,28,61,29,116,24
c2241,3,3,31,0,60,16
c2242,12,12,37,7,62,14
c2243,18,18,41,37,31,14
c2244,36,36,43,42,115,44
c2245,33,33,71,40,93,17
c2246,111,111,156,120,307,65
c2247,31,31,29,8,48,16
c2248,15,15,20,21,108,21
c2249,35,35,46,44,72,19
c2250,16,16,29,33,58,25
c2251,20,20,30,31,39,8
c2252,20,20,37,2,105,27
c2253,57,57,84,43,135,40
c2254,21,21,69,58,70,17
c2255,19,19,66,11,61,32
c2256,13,13,50,45,74,26
c2257,29,29,30,52,44,7
c2258,22,22,20,7,116,36
c2259,31,31,50,42,110,38
c2260,20,20,54,17,101,44
c2261,37,37,37,90,119,13
c2262,25,25,22,38,130,27
c2263,20,20,36,77,56,10
c2264,45,45,122,82,176,43
c2265,20,20,80,80,144,39
c2266,39,39,33,2,114,17
c2267,13,13,17,11,124,27
c2268,5,5,10,4,127,3
c2269,13,13,31,9,212,87
c2270,29,29,18,51,77,7
c2271,8,8,13,6,114,15
c2272,20,20,36,41,75,17
c2273,42,42,62,39,86,25
c2274,54,54,45,17,151,26
c2275,33,33,89,76,181,38
c2276,35,35,136,51,112,31
c2277,23,23,49,28,44,19
c2278,46,46,60,24,206,38
c2279,11,11,25,6,44,15
c2280,26,26,64,28,78,5
c2281,26,26,66,21,49,35
c2282,18,18,42,5,111,18
c2283,22,22,55,58,57,14
c2284,27,27,21,28,54,17
c2285,42,42,33,27,58,35
c2286,30,30,67,84,55,20
c2287,25,25,58,146,128,25
c2288,111,111,128,183,135,48
c2289,18,18,26,64,45,29
c2290,19,19,36,58,46,14
c2291,26,26,39,15,79,35
c2292,46,46,30,25,107,20
c2293,24,24,57,28,203,27
c2294,20,20,25,8,172,28
c2295,61,61,75,26,10,27
c2296,8,8,13,8,90,31
c2297,39,39,50,41,83,19
c2298,32,32,50,16,95,38
c2299,29,29,25,34,59,9
c2300,16,16,24,48,133,36
c2301,24,24,77,47,83,10
c2302,15,15,34,16,44,4
c2303,30,30,43,55,84,17
c2304,29,29,2,28,102,18
c2305,17,17,41,45,54,14
c2306,24,24,29,18,119,25
c2307,26,26,39,21,105,109
c2308,30,30,50,61,107,22
c2309,14,14,9,6,72,19
c2310,25,25,46,25,98,21
c2311,50,50,16,13,80,16
c2312,12,12,65,20,141,18
c2313,53,53,54,29,65,12
c2314,12,12,45,32,54,12
c2315,31,31,35,25,63,20
c2316,41,41,34,13,105,20
c2317,20,20,38,36,86,17
c2318,27,27,11,76,30,6
c2319,50,50,81,93,163,36
c2320,15,15,20,16,78,21
c2321,27,27,82,52,205,31
c2322,16,16,9,10,60,14
c2323,17,17,22,9,69,11
c2324,22,22,37,24,77,54
c2325,47,47,73,28,117,35
c2326,27,27,40,28,92,13
c2327,14,14,38,50,142,50
c2328,28,28,94,46,114,17
c2329,24,24,24,9,64,25
c2330,18,18,10,7,111,19
c2331,27,27,6,27,42,4
c2332,18,18,22,7,47,8
c2333,18,18,38,31,47,13
c2334,12,12,27,54,114,21
c2335,21,21,21,8,73,31
c2336,10,10,16,6,60,12
c2337,16,16,35,12,89,22
c2338,22,22,31,2,50,13
c2339,6,6,11,3,80,5
c2340,21,21,26,11,78,12
c2341,8,8,39,5,97,23
c2342,55,55,76,109,144,30
c2343,32,32,50,33,149,52
c2344,33,33,54,35,72,16
c2345,15,15,23,2,40,9
c2346,48,48,80,76,108,26
c2347,28,28,83,17,216,89
c2348,13,13,42,40,35,16
c2349,45,45,50,37,91,26
c2350,25,25,18,10,136,15
c2351,8,8,35,26,60,15
c2352,18,18,36,23,84,16
c2353,22,22,24,24,50,9
c2354,17,17,35,29,118,24
c2355,42,42,80,41,136,30
c2356,39,39,25,47,77,23
c2357,32,32,35,59,63,20
c2358,33,33,71,65,66,21
c2359,24,24,17,12,52,16
c2360,120,120,118,52,0,0
c2361,40,40,75,23,158,25
c2362,16,16,29,22,62,24
c2363,30,30,50,23,56,9
c2364,55,55,62,115,79,34
c2365,5,5,25,5,25,5
c2366,8,8,16,0,112,33
c2367,38,38,33,71,55,9
c2368,21,21,20,12,58,6
c2369,12,12,31,60,54,9
c2370,23,23,39,40,45,27
c2371,10,10,39,55,30,18
c2372,28,28,53,34,56,8
c2373,21,21,30,24,147,22
c2374,22,22,50,14,6,17
c2375,5,5,17,4,34,16
c2376,27,27,49,4,98,39
c2377,19,19,39,5,188,28
c2378,28,28,50,46,88,16
c2379,30,30,46,10,58,14
c2380,12,12,27,39,40,8
c2381,16,16,24,10,62,9
c2382,15,15,19,4,58,17
c2383,47,47,77,22,60,27
c2384,32,32,27,21,34,7
c2385,16,16,56,23,148,34
c2386,10,10,6,9,40,4
c2387,25,25,43,15,82,22
c2388,30,30,10,15,74,57
c2389,36,36,86,55,91,21
c2390,19,19,29,34,29,19
c2391,8,8,30,6,49,15
c2392,33,33,18,6,123,16
c2393,56,56,65,60,138,24
c2394,8,8,8,9,82,17
c2395,43,43,56,21,99,62
c2396,30,30,47,28,51,11
c2397,27,27,58,36,60,6
c2398,9,9,24,2,118,11
c2399,21,21,44,8,86,27
c2400,35,35,44,44,66,3
c2401,37,37,51,38,72,17
c2402,9,9,8,3,134,18
c2403,23,23,77,19,126,27
c2404,24,24,12,23,64,13
c2405,12,12,26,4,50,13
c2406,20,20,63,38,88,13
c2407,9,9,40,48,56,14
c2408,31,31,49,43,32,14
c2409,24,24,29,35,117,33
c2410,38,38,50,31,110,29
c2411,7,7,48,22,56,14
c2412,20,20,31,47,40,12
c2413,12,12,40,39,75,12
c2414,33,33,15,22,52,47
c2415,17,17,61,67,204,16
c2416,60,60,40,42,109,13
c2417,17,17,18,10,85,26
c2418,24,24,75,18,84,30
c2419,31,31,54,23,89,22
c2420,13,13,25,6,52,13
c2421,37,37,57,8,78,23
c2422,11,11,19,2,66,10
c2423,35,35,42,11,56,36
c2424,15,15,37,15,78,23
c2425,16,16,47,36,60,17
c2426,60,60,83,44,175,35
c2427,24,24,48,61,31,11
c2428,7,7,26,65,55,17
c2429,6,6,20,0,63,10
c2430,12,12,43,8,54,17
c2431,9,9,24,3,76,8
c2432,10,10,24,5,30,11
c2433,39,39,53,24,61,3
c2434,31,31,96,73,139,39
c2435,23,23,21,10,85,13
c2436,30,30,58,21,54,17
c2437,6,6,17,10,26,19
c2438,24,24,13,57,56,24
c2439,34,34,43,96,2,0
c2440,53,53,35,2,140,41
c2441,28,28,54,62,141,22
c2442,34,34,98,94,108,53
c2443,26,26,20,70,80,11
c2444,49,49,51,77,108,47
c2445,41,41,34,32,108,22
c2446,19,19,23,57,33,12
c2447,44,44,83,34,224,33
c2448,29,29,13,21,79,21
c2449,22,22,47,18,51,12
c2450,26,26,63,72,78,14
c2451,4,4,18,4,44,19
c2452,30,30,67,14,152,51
c2453,37,37,21,63,36,3
c2454,58,58,66,32,56,16
c2455,16,16,29,29,60,22
c2456,68,68,130,81,98,40
c2457,16,16,37,14,70,7
c2458,70,70,123,88,147,48
c2459,18,18,85,58,127,25
c2460,16,16,28,31,25,21
c2461,2,2,77,11,20,22
c2462,34,34,31,61,84,14
c2463,13,13,33,13,51,11
c2464,4,4,9,3,102,10
c2465,34,34,28,28,68,21
c2466,39,39,83,13,52,25
c2467,9,9,14,2,85,19
c2468,34,34,42,62,88,44
c2469,9,9,74,26,95,28
c2470,34,34,56,17,92,27
c2471,45,45,57,21,37,9
c2472,20,20,24,10,78,15
c2473,17,17,31,12,89,17
c2474,20,20,49,10,173,42
c2475,10,10,16,3,124,17
c2476,20,20,14,30,33,16
c2477,12,12,12,14,86,8
c2478,32,32,69,44,44,13
c2479,19,19,16,11,33,23
c2480,48,48,109,21,196,43
c2481,13,13,37,14,48,13
c2482,10,10,38,36,31,4
c2483,34,34,48,64,36,34
c2484,23,23,57,9,114,11
c2485,15,15,48,55,40,12
c2486,12,12,20,5,102,38
c2487,14,14,24,10,83,27
c2488,36,36,42,53,32,8
c2489,11,11,22,6,60,5
c2490,49,49,75,76,142,44
c2491,11,11,27,26,30,13
c2492,6,6,9,7,92,8
c2493,36,36,39,23,54,14
c2494,20,20,40,20,100,17
c2495,28,28,12,17,58,35
c2496,7,7,16,2,80,8
c2497,10,10,25,55,54,8
c2498,33,33,34,27,64,18
c2499,22,22,25,34,68,14
c2500,36,36,42,13,141,33
c2501,23,23,19,11,86,18
c2502,29,29,66,66,180,65
c2503,48,48,47,17,223,31
c2504,15,15,26,63,38,5
c2505,9,9,23,43,32,8
c2506,17,17,29,28,78,13
c2507,114,114,121,67,274,36
c2508,44,44,42,28,52,14
c2509,2,2,43,62,44,15
c2510,25,25,23,14,77,16
c2511,11,11,29,2,115,22
c2512,18,18,70,126,66,21
c2513,6,6,35,2,76,30
c2514,9,9,33,58,113,23
c2515,11,11,45,87,70,11
c2516,9,9,24,12,50,10
c2517,16,16,13,9,20,12
c2518,7,7,4,6,96,34
c2519,10,10,14,7,61,18
c2520,48,48,75,34,168,23
c2521,40,40,26,29,30,24
c2522,11,11,69,76,163,33
c2523,25,25,44,28,103,14
c2524,34,34,31,32,18,12
c2525,5,5,12,3,92,53
c2526,30,30,10,31,44,20
c2527,40,40,55,24,140,58
c2528,20,20,29,19,56,9
c2529,15,15,38,12,100,17
c2530,52,52,91,36,168,24
c2531,15,15,28,43,64,11
c2532,17,17,16,6,132,17
c2533,16,16,56,34,149,39
c2534,15,15,38,18,78,21
c2535,1,1,28,4,69,27
c2536,4,4,20,7,68,24
c2537,85,85,89,21,298,71
c2538,1,1,27,134,72,22
c2539,17,17,26,14,66,11
c2540,13,13,24,8,115,19
c2541,31,31,54,67,106,13
c2542,18,18,46,40,87,25
c2543,8,8,30,9,120,34
c2544,22,22,25,42,25,24
c2545,33,33,73,37,96,21
c2546,16,16,28,34,64,21
c2547,11,11,20,16,36,5
c2548,5,5,11,16,72,5
c2549,18,18,16,47,24,4
c2550,18,18,71,46,142,16
c2551,20,20,23,16,96,9
c2552,34,34,31,31,44,27
c2553,71,71,110,94,233,82
c2554,18,18,4,24,100,7
c2555,17,17,25,11,54,20
c2556,18,18,18,16,75,20
c2557,11,11,2,39,32,11
c2558,29,29,31,25,50,9
c2559,24,24,42,30,55,22
c2560,53,53,64,35,135,48
c2561,34,34,58,74,51,13
c2562,22,22,45,36,66,16
c2563,77,77,88,39,148,23
c2564,5,5,14,4,91,28
c2565,48,48,87,89,124,44
c2566,14,14,57,43,72,19
c2567,40,40,109,134,154,29
c2568,7,7,16,7,25,5
c2569,50,50,43,11,136,25
c2570,13,13,26,15,90,18
c2571,26,26,84,59,79,18
c2572,28,28,24,15,82,18
c2573,23,23,45,59,72,17
c2574,35,35,39,9,56,13
c2575,9,9,18,18,38,13
c2576,9,9,30,13,91,18
c2577,24,24,75,82,89,26
c2578,40,40,93,124,108,10
c2579,51,51,46,28,23,17
c2580,30,30,49,6,60,13
c2581,30,30,51,14,76,10
c2582,21,21,11,37,104,18
c2583,41,41,40,13,86,48
c2584,44,44,128,194,156,32
c2585,5,5,12,0,55,21
c2586,16,16,28,18,63,23
c2587,30,30,62,35,170,39
c2588,9,9,46,18,115,18
c2589,7,7,65,9,90,11
c2590,24,24,67,78,76,26
c2591,43,43,49,51,83,25
c2592,44,44,52,46,56,17
c2593,18,18,32,18,48,15
c2594,20,20,38,7,46,26
c2595,17,17,47,1,71,10
c2596,30,30,79,12,40,24
c2597,12,12,47,73,58,38
c2598,11,11,36,7,90,16
c2599,28,28,60,96,105,11
c2600,10,10,66,63,66,11
c2601,60,60,81,87,100,33
c2602,25,25,55,29,132,28
c2603,23,23,20,17,51,12
c2604,11,11,47,3,86,9
c2605,30,30,26,20,58,13
c2606,24,24,54,22,76,18
c2607,17,17,34,132,56,13
c2608,16,16,32,20,77,24
c2609,25,25,26,35,76,36
c2610,16,16,22,5,4,0
c2611,63,63,33,49,100,12
c2612,30,30,40,93,94,50
c2613,26,26,45,27,74,10
c2614,18,18,22,24,65,22
c2615,38,38,38,27,80,11
c2616,21,21,40,61,80,34
c2617,21,21,27,33,72,17
c2618,12,12,11,8,46,6
c2619,9,9,50,66,56,21
c2620,47,47,87,61,102,38
c2621,9,9,18,12,90,10
c2622,28,28,19,9,18,11
c2623,21,21,58,31,78,12
c2624,26,26,29,6,154,14
c2625,6,6,30,10,22,4
c2626,4,4,57,51,66,15
c2627,10,10,5,4,98,28
c2628,12,12,23,4,53,18
c2629,15,15,67,24,178,16
c2630,23,23,36,56,44,17
c2631,38,38,53,9,112,29
c2632,43,43,17,2,24,31
c2633,37,37,20,36,48,12
c2634,37,37,46,34,71,36
c2635,7,7,41,4,77,11
c2636,14,14,26,13,102,18
c2637,21,21,69,57,51,13
c2638,18,18,16,2,64,32
c2639,10,10,21,7,76,25
c2640,60,60,40,29,99,56
c2641,22,22,50,136,124,24
c2642,22,22,46,91,66,19
c2643,34,34,104,65,170,25
c2644,28,28,54,19,126,32
c2645,28,28,62,35,104,11
c2646,18,18,31,46,83,18
c2647,40,40,30,18,55,19
c2648,28,28,44,18,116,39
c2649,42,42,89,25,130,22
c2650,42,42,62,72,76,15
c2651,28,28,47,88,96,65
c2652,28,28,31,38,68,36
c2653,38,38,35,33,68,28
c2654,1,1,50,53,101,53
c2655,37,37,32,68,109,25
c2656,10,10,22,4,149,27
c2657,45,45,54,78,86,23
c2658,24,24,42,48,38,13
c2659,35,35,59,64,68,13
c2660,27,27,29,35,26,8
c2661,19,19,20,8,78,13
c2662,8,8,27,8,118,6
c2663,76,76,65,99,223,33
c2664,27,27,68,185,128,33
c2665,8,8,9,2,66,7
c2666,5,5,19,13,78,10
c2667,17,17,54,55,68,24
c2668,14,14,28,3,97,43
c2669,42,42,63,46,113,24
c2670,7,7,20,40,43,8
c2671,40,40,38,37,108,45
c2672,32,32,15,8,78,15
c2673,22,22,134,30,202,60
c2674,18,18,39,27,37,19
c2675,13,13,8,9,69,17
c2676,33,33,70,70,92,23
c2677,32,32,43,27,124,34
c2678,42,42,50,25,78,24
c2679,10,10,13,3,81,13
c2680,35,35,93,32,86,29
c2681,10,10,33,2,106,23
c2682,58,58,111,5,91,65
c2683,16,16,76,38,70,8
c2684,80,80,58,83,190,59
c2685,41,41,54,44,111,33
c2686,47,47,85,38,96,21
c2687,31,31,47,16,52,18
c2688,57,57,34,26,80,20
c2689,36,36,30,12,74,15
c2690,33,33,47,15,62,9
c2691,18,18,8,7,102,22
c2692,61,61,122,171,126,19
c2693,12,12,16,8,38,25
c2694,15,15,46,37,66,13
c2695,20,20,22,3,60,14
c2696,27,27,45,58,79,18
c2697,23,23,20,11,35,13
c2698,14,14,28,2,82,39
c2699,25,25,41,11,73,30
c2700,18,18,6,0,148,72
c2701,61,61,59,65,70,31
c2702,18,18,23,23,43,8
c2703,32,32,59,40,40,16
c2704,40,40,26,31,135,27
c2705,29,29,57,23,155,36
c2706,28,28,45,29,132,25
c2707,33,33,61,70,44,12
c2708,15,15,90,90,92,32
c2709,34,34,44,24,101,14
c2710,9,9,26,4,76,15
c2711,18,18,32,17,46,3
c2712,22,22,29,16,78,9
c2713,21,21,22,18,74,11
c2714,11,11,32,46,21,11
c2715,20,20,18,3,82,12
c2716,27,27,64,32,72,18
c2717,10,10,30,22,36,11
c2718,33,33,0,9,71,14
c2719,17,17,18,47,101,35
c2720,14,14,15,22,58,11
c2721,29,29,24,28,58,7
c2722,38,38,102,109,104,25
c2723,37,37,21,44,63,17
c2724,39,39,36,41,136,24
c2725,25,25,57,14,99,4
c2726,18,18,15,11,68,14
c2727,17,17,29,37,84,33
c2728,19,19,55,40,130,25
c2729,28,28,29,9,115,20
c2730,10,10,29,2,112,23
c2731,19,19,34,31,80,26
c2732,22,22,14,44,26,10
c2733,35,35,48,29,42,26
c2734,41,41,13,47,16,7
c2735,18,18,19,15,84,54
c2736,11,11,16,4,177,13
c2737,26,26,53,21,124,26
c2738,43,43,69,41,189,47
c2739,7,7,34,25,97,21
c2740,38,38,58,27,126,20
c2741,31,31,57,14,110,32
c2742,27,27,58,73,72,13
c2743,5,5,7,7,85,14
c2744,36,36,36,46,65,6
c2745,18,18,21,12,52,12
c2746,15,15,41,46,68,25
c2747,19,19,47,31,81,7
c2748,34,34,58,34,159,77
c2749,20,20,35,14,72,18
c2750,22,22,16,33,46,22
c2751,13,13,23,3,75,22
c2752,21,21,37,3,143,26
c2753,23,23,42,19,78,56
c2754,79,79,130,72,287,63
c2755,25,25,13,12,56,13
c2756,25,25,42,49,40,10
c2757,17,17,66,11,66,8
c2758,21,21,54,5,122,56
c2759,22,22,78,54,72,20
c2760,17,17,91,199,150,28
c2761,8,8,17,14,110,28
c2762,36,36,88,24,151,33
c2763,13,13,27,10,6,9
c2764,26,26,17,21,118,0
c2765,30,30,43,24,70,13
c2766,12,12,16,18,78,20
c2767,30,30,51,6,50,6
c2768,31,31,39,36,169,69
c2769,23,23,4,30,96,17
c2770,20,20,37,74,64,10
c2771,34,34,42,29,94,8
c2772,15,15,43,9,39,7
c2773,38,38,37,22,98,17
c2774,53,53,11,5,30,15
c2775,26,26,37,84,71,51
c2776,28,28,11,16,124,20
c2777,3,3,19,4,89,9
c2778,4,4,48,54,90,18
c2779,61,61,59,51,116,38
c2780,21,21,36,18,67,16
c2781,6,6,22,52,30,11
c2782,3,3,23,10,85,15
c2783,16,16,8,1,51,6
c2784,20,20,16,11,82,13
c2785,11,11,30,6,54,14
c2786,19,19,20,6,135,22
c2787,9,9,21,8,48,25
c2788,17,17,21,31,42,13
c2789,30,30,12,15,98,19
c2790,12,12,18,5,94,42
c2791,11,11,26,6,95,8
c2792,40,40,65,80,88,44
c2793,13,13,27,85,119,34
c2794,15,15,41,32,46,9
c2795,6,6,40,13,88,20
c2796,31,31,21,19,101,22
c2797,28,28,37,40,73,15
c2798,6,6,16,14,153,24
c2799,19,19,41,7,117,18
c2800,22,22,2,15,108,51
c2801,29,29,22,37,39,10
c2802,55,55,113,51,247,26
c2803,15,15,14,4,61,15
c2804,28,28,76,44,94,19
c2805,29,29,24,60,96,23
c2806,18,18,8,1,72,14
c2807,28,28,26,14,42,9
c2808,43,43,77,74,99,22
c2809,12,12,45,8,143,31
c2810,13,13,32,9,42,15
c2811,35,35,45,33,96,37
