cell_id,DNMT3A.2.25457243.G,NPM1.5.170837543.C,FLT3.13.28608273.X,TP53.17.7578275.G
c1241,37,9,60,109
c1242,23,3,50,78
c1243,44,19,84,52
c1244,35,7,81,75
c1245,51,7,110,55
c1246,14,2,32,44
c1247,17,4,73,74
c1248,75,18,131,75
c1249,47,35,58,59
c1250,171,85,154,319
c1251,78,84,88,88
c1252,43,5,84,2
c1253,3,2,39,15
c1254,38,69,74,59
c1255,80,38,83,156
c1256,63,30,76,83
c1257,49,18,79,45
c1258,40,45,60,25
c1259,33,71,59,43
c1260,13,45,112,103
c1261,46,42,43,24
c1262,75,7,181,117
c1263,158,43,191,107
c1264,48,39,146,96
c1265,31,8,117,87
c1266,109,75,125,81
c1267,151,20,122,85
c1268,81,15,124,112
c1269,112,105,114,57
c1270,18,5,105,81
c1271,61,56,112,31
c1272,32,12,2,18
c1273,28,4,35,34
c1274,82,20,230,98
c1275,93,15,112,66
c1276,174,19,388,169
c1277,37,3,69,66
c1278,93,24,119,89
c1279,127,44,141,64
c1280,36,17,99,39
c1281,51,3,43,132
c1282,48,39,71,103
c1283,44,11,94,65
c1284,95,25,102,91
c1285,52,28,157,118
c1286,141,92,175,117
c1287,118,108,93,66
c1288,128,98,104,119
c1289,118,29,204,140
c1290,60,10,111,70
c1291,114,26,221,128
c1292,117,57,90,68
c1293,84,93,81,58
c1294,37,16,74,38
c1295,24,7,154,65
c1296,23,3,37,115
c1297,147,58,322,221
c1298,79,90,69,34
c1299,9,1,38,96
c1300,56,19,82,62
c1301,43,70,92,76
c1302,26,2,86,70
c1303,176,180,128,191
c1304,57,84,38,60
c1305,55,55,83,84
c1306,42,10,67,52
c1307,81,33,59,72
c1308,0,4,52,73
c1309,26,6,115,117
c1310,286,185,415,238
c1311,36,11,114,101
c1312,55,24,134,81
c1313,32,3,65,67
c1314,23,19,95,146
c1315,25,15,80,48
c1316,65,28,79,51
c1317,78,20,84,112
c1318,42,73,64,96
c1319,127,11,274,199
c1320,58,24,63,52
c1321,77,84,77,58
c1322,38,23,101,39
c1323,49,5,117,90
c1324,93,115,89,73
c1325,284,310,352,230
c1326,0,3,24,136
c1327,44,13,80,78
c1328,27,19,75,82
c1329,79,142,158,98
c1330,65,30,105,80
c1331,50,29,132,91
c1332,101,58,76,92
c1333,236,243,212,189
c1334,31,4,73,69
c1335,53,64,91,72
c1336,13,4,20,61
c1337,62,11,180,98
c1338,48,84,96,40
c1339,24,6,51,129
c1340,50,4,81,109
c1341,42,41,125,137
c1342,79,33,136,101
c1343,104,23,231,113
c1344,25,18,63,123
c1345,159,85,93,77
c1346,52,75,79,38
c1347,15,7,63,23
c1348,46,43,63,33
c1349,64,39,109,63
c1350,40,75,53,56
c1351,18,4,65,19
c1352,47,28,98,45
c1353,11,5,41,27
c1354,69,7,121,114
c1355,26,4,87,146
c1356,15,5,112,141
c1357,64,34,106,71
c1358,32,2,41,50
c1359,45,10,31,118
c1360,38,4,119,82
c1361,190,71,300,152
c1362,3,1,39,25
c1363,50,28,35,43
c1364,61,21,166,144
c1365,95,31,163,71
c1366,71,91,58,63
c1367,12,2,43,66
c1368,22,4,53,47
c1369,45,6,37,71
c1370,21,30,63,74
c1371,76,51,67,98
c1372,36,66,157,105
c1373,47,34,85,70
c1374,26,2,60,48
c1375,61,78,59,60
c1376,87,29,124,84
c1377,48,8,98,80
c1378,41,9,73,85
c1379,77,27,82,176
c1380,166,70,239,142
c1381,45,72,83,88
c1382,47,6,64,56
c1383,68,21,100,50
c1384,10,7,33,40
c1385,17,1,21,14
c1386,26,5,55,43
c1387,66,9,87,84
c1388,37,1,74,48
c1389,42,22,87,112
c1390,53,12,138,63
c1391,17,13,39,26
c1392,47,12,68,72
c1393,219,130,216,284
c1394,275,130,458,279
c1395,59,54,75,36
c1396,52,20,60,77
c1397,248,76,278,227
c1398,6,8,24,11
c1399,54,8,121,78
c1400,52,16,144,93
c1401,56,54,84,62
c1402,108,96,122,79
c1403,103,64,119,40
c1404,32,29,89,71
c1405,117,13,141,74
c1406,94,21,88,42
c1407,32,16,53,36
c1408,11,2,36,25
c1409,322,301,347,245
c1410,211,61,270,248
c1411,10,0,219,47
c1412,20,3,161,96
c1413,14,8,44,36
c1414,30,21,95,63
c1415,182,43,184,186
c1416,2,2,58,78
c1417,57,25,93,64
c1418,15,0,11,22
c1419,96,31,94,61
c1420,120,29,154,119
c1421,63,96,180,79
c1422,11,1,22,39
c1423,34,0,17,18
c1424,94,86,139,88
c1425,28,14,93,46
c1426,84,39,74,84
c1427,9,3,1,30
c1428,43,11,68,94
c1429,55,30,78,63
c1430,20,2,76,47
c1431,44,20,62,27
c1432,41,11,109,58
c1433,50,106,78,34
c1434,50,17,173,109
c1435,188,110,209,166
c1436,63,46,160,147
c1437,37,1,39,65
c1438,24,46,100,65
c1439,75,13,129,130
c1440,21,2,50,46
c1441,64,6,198,126
c1442,36,4,77,73
c1443,62,88,53,46
c1444,40,11,149,128
c1445,124,89,152,118
c1446,60,0,90,48
c1447,66,16,110,80
c1448,41,48,71,30
c1449,68,13,193,373
c1450,43,46,74,65
c1451,97,43,96,70
c1452,87,17,119,140
c1453,57,46,61,59
c1454,148,19,97,76
c1455,214,89,497,240
c1456,10,4,36,33
c1457,5,2,24,31
c1458,0,3,23,56
c1459,76,30,119,137
c1460,37,5,107,78
c1461,48,17,95,146
c1462,7,0,28,32
c1463,17,6,82,162
c1464,41,10,85,95
c1465,65,19,181,108
c1466,85,74,106,83
c1467,40,18,24,218
c1468,82,52,106,78
c1469,13,7,77,77
c1470,53,14,115,168
c1471,140,228,202,142
c1472,29,4,246,97
c1473,8,6,43,75
c1474,138,71,177,133
c1475,59,124,54,67
c1476,195,397,295,175
c1477,52,6,122,98
c1478,12,2,27,0
c1479,24,45,78,31
c1480,2,3,17,21
c1481,38,6,89,89
c1482,55,34,73,47
c1483,3,4,23,20
c1484,52,3,18,64
c1485,193,22,238,205
c1486,21,4,51,67
c1487,39,22,87,111
c1488,24,5,32,72
c1489,156,218,230,157
c1490,46,9,134,82
c1491,41,10,46,41
c1492,133,31,220,270
c1493,48,26,74,50
c1494,8,11,22,14
c1495,16,2,44,87
c1496,48,45,76,62
c1497,23,9,45,119
c1498,80,46,101,68
c1499,67,1,170,105
c1500,53,74,58,56
c1501,14,2,26,42
c1502,31,5,154,94
c1503,68,22,145,153
c1504,63,25,86,84
c1505,42,11,51,54
c1506,22,15,89,87
c1507,15,5,29,42
c1508,67,9,102,66
c1509,16,7,89,51
c1510,108,11,165,83
c1511,50,9,80,56
c1512,69,61,115,64
c1513,61,109,74,62
c1514,14,8,42,32
c1515,105,176,81,47
c1516,8,3,49,40
c1517,54,7,73,50
c1518,14,9,130,54
c1519,22,2,46,45
c1520,284,252,254,155
c1521,98,49,211,121
c1522,22,12,66,18
c1523,88,8,151,76
c1524,109,84,82,83
c1525,54,12,72,59
c1526,13,8,48,50
c1527,75,13,101,115
c1528,33,4,55,99
c1529,12,4,51,41
c1530,100,76,59,72
c1531,44,19,94,25
c1532,100,99,103,78
c1533,27,12,61,45
c1534,143,97,122,106
c1535,135,73,183,140
c1536,15,1,28,47
c1537,65,14,103,96
c1538,72,84,176,145
c1539,195,34,212,197
c1540,92,27,213,113
c1541,244,267,270,210
c1542,132,5,139,31
c1543,24,3,50,48
c1544,75,42,95,36
c1545,57,5,30,61
c1546,12,1,116,66
c1547,70,32,73,69
c1548,93,87,124,133
c1549,151,65,172,68
c1550,84,0,105,36
c1551,109,19,93,62
c1552,24,16,77,65
c1553,61,16,123,87
c1554,135,61,294,233
c1555,32,0,71,55
c1556,50,47,84,85
c1557,99,50,104,58
c1558,24,3,58,23
c1559,132,71,157,133
c1560,35,61,66,38
c1561,32,9,78,34
c1562,71,89,72,33
c1563,11,0,31,36
c1564,51,22,150,131
c1565,24,21,131,58
c1566,60,42,103,88
c1567,12,1,181,90
c1568,76,52,120,44
c1569,62,11,148,113
c1570,74,61,102,51
c1571,49,39,95,60
c1572,58,19,87,42
c1573,54,7,145,127
c1574,85,8,77,39
c1575,107,68,67,57
c1576,96,27,177,145
c1577,17,56,55,30
c1578,9,91,165,88
c1579,95,30,190,97
c1580,57,19,75,66
c1581,441,168,415,338
c1582,20,4,36,93
c1583,5,0,189,62
c1584,57,52,60,47
c1585,99,26,91,99
c1586,81,68,95,68
c1587,105,91,101,59
c1588,65,17,63,129
c1589,181,250,206,199
c1590,15,4,62,12
c1591,28,2,72,52
c1592,15,0,42,63
c1593,44,6,69,76
c1594,114,47,194,128
c1595,45,25,65,112
c1596,7,2,41,44
c1597,64,50,69,44
c1598,43,54,68,45
c1599,99,42,194,77
c1600,62,36,102,62
c1601,44,4,150,91
c1602,18,6,35,60
c1603,383,493,342,232
c1604,49,72,68,49
c1605,30,2,82,43
c1606,66,11,103,73
c1607,87,21,87,146
c1608,79,66,76,75
c1609,64,50,108,118
c1610,48,1,38,35
c1611,30,63,54,49
c1612,105,44,44,73
c1613,61,16,121,65
c1614,3,2,14,21
c1615,9,6,58,43
c1616,97,8,130,86
c1617,49,44,69,57
c1618,8,5,18,9
c1619,92,6,143,154
c1620,64,65,87,78
c1621,95,64,158,115
c1622,206,243,158,121
c1623,23,5,68,36
c1624,13,1,85,18
c1625,55,17,84,64
c1626,22,10,53,34
c1627,227,211,179,270
c1628,87,22,101,64
c1629,104,160,118,86
c1630,108,63,119,72
c1631,80,16,158,272
c1632,114,201,203,176
c1633,56,33,40,60
c1634,24,2,84,74
c1635,85,45,192,69
c1636,74,3,30,67
c1637,51,78,54,45
c1638,41,11,62,41
c1639,207,45,302,194
c1640,2,9,86,69
c1641,148,40,195,106
c1642,63,4,57,45
c1643,13,4,36,34
c1644,33,68,82,43
c1645,43,21,142,105
c1646,53,25,73,94
c1647,49,34,52,69
c1648,43,17,95,108
c1649,59,23,99,65
c1650,24,2,54,57
c1651,88,88,108,74
c1652,54,52,117,57
c1653,153,70,241,156
c1654,14,8,63,61
c1655,123,14,184,119
c1656,73,45,104,69
c1657,8,4,48,36
c1658,56,12,87,172
c1659,215,66,229,232
c1660,93,29,66,58
c1661,15,1,47,126
c1662,30,10,39,50
c1663,12,21,21,16
c1664,81,70,108,73
c1665,59,10,61,85
c1666,44,26,88,99
c1667,38,16,65,51
c1668,45,83,60,70
c1669,50,12,72,48
c1670,11,4,33,46
c1671,0,0,64,0
c1672,34,1,74,39
c1673,28,12,88,68
c1674,0,15,44,23
c1675,78,21,127,79
c1676,76,14,68,84
c1677,212,31,348,142
c1678,35,10,47,58
c1679,52,45,81,31
c1680,85,10,245,101
c1681,12,5,52,34
c1682,51,29,67,75
c1683,40,22,85,53
c1684,221,111,154,226
c1685,45,54,85,48
c1686,47,56,42,42
c1687,17,5,46,195
c1688,6,1,10,25
c1689,26,16,35,48
c1690,80,3,45,89
c1691,21,5,63,54
c1692,5,9,7,57
c1693,61,35,94,105
c1694,109,77,111,158
c1695,145,128,70,280
c1696,39,19,131,64
c1697,5,5,18,26
c1698,70,56,185,131
c1699,139,6,85,185
c1700,59,11,45,68
c1701,58,4,117,63
c1702,61,41,62,46
c1703,71,11,195,93
c1704,67,7,74,94
c1705,119,98,135,73
c1706,29,12,179,74
c1707,26,37,37,30
c1708,91,23,71,51
c1709,104,15,129,131
c1710,108,18,383,53
c1711,185,88,346,325
c1712,58,28,98,101
c1713,6,5,66,145
c1714,11,3,24,33
c1715,59,24,154,147
c1716,67,22,102,107
c1717,23,2,23,119
c1718,84,9,127,260
c1719,20,7,95,70
c1720,357,135,321,384
c1721,48,27,176,129
c1722,84,37,101,78
c1723,47,26,119,64
c1724,5,2,14,13
c1725,85,95,62,86
c1726,20,1,254,14
c1727,49,7,169,152
c1728,79,123,86,73
c1729,23,2,63,30
c1730,67,45,114,87
c1731,72,45,77,75
c1732,20,5,98,108
c1733,33,20,62,70
c1734,21,5,38,31
c1735,48,84,89,56
c1736,15,6,22,14
c1737,21,4,64,29
c1738,75,33,65,72
c1739,16,3,45,49
c1740,37,24,36,41
c1741,103,20,186,115
c1742,41,36,42,71
c1743,32,1,78,31
c1744,57,19,96,89
c1745,6,0,39,33
c1746,51,41,63,44
c1747,143,103,246,195
c1748,36,21,85,78
c1749,37,32,111,55
c1750,61,19,116,174
c1751,80,51,97,89
c1752,37,16,99,124
c1753,12,3,20,21
c1754,105,148,139,83
c1755,20,9,123,67
c1756,96,10,136,311
c1757,73,36,121,87
c1758,28,1,86,93
c1759,74,28,235,248
c1760,41,33,72,62
c1761,104,42,124,98
c1762,7,5,59,50
c1763,34,12,110,38
c1764,158,39,265,60
c1765,81,47,85,52
c1766,61,46,107,72
c1767,26,6,50,40
c1768,89,19,95,114
c1769,142,99,161,176
c1770,67,42,109,67
c1771,14,5,21,55
c1772,156,231,166,155
c1773,32,16,43,43
c1774,31,46,96,90
c1775,53,14,62,26
c1776,12,0,133,60
c1777,53,5,94,201
c1778,35,6,32,75
c1779,77,23,146,205
c1780,63,7,91,133
c1781,241,318,319,290
c1782,96,79,87,78
c1783,68,51,64,57
c1784,38,8,83,96
c1785,63,17,40,73
c1786,115,92,87,139
c1787,67,18,83,39
c1788,20,11,129,172
c1789,22,29,62,66
c1790,17,0,28,40
c1791,34,13,100,51
c1792,35,13,98,53
c1793,12,3,60,87
c1794,34,20,126,100
c1795,44,51,53,30
c1796,238,199,274,144
c1797,96,20,228,213
c1798,89,38,109,69
c1799,111,36,103,37
c1800,48,30,47,67
c1801,121,84,101,125
c1802,69,45,58,24
c1803,101,35,189,50
c1804,69,60,104,85
c1805,54,6,75,81
c1806,45,55,67,43
c1807,27,9,49,73
c1808,4,1,30,40
c1809,11,62,73,50
c1810,96,8,82,82
c1811,91,81,139,75
c1812,49,32,57,62
c1813,92,107,65,87
c1814,117,22,170,102
c1815,39,40,60,66
c1816,68,44,103,86
c1817,67,54,186,153
c1818,55,13,57,83
c1819,61,87,159,103
c1820,11,3,86,66
c1821,60,29,90,61
c1822,29,4,160,173
c1823,42,52,90,49
c1824,60,33,78,34
c1825,59,18,101,131
c1826,61,8,76,60
c1827,70,31,153,59
c1828,22,7,34,85
c1829,6,8,77,74
c1830,51,32,98,56
c1831,44,8,117,30
c1832,81,81,88,48
c1833,80,219,189,216
c1834,17,8,26,68
c1835,26,28,73,57
c1836,82,63,110,93
c1837,12,1,47,40
c1838,34,0,71,43
c1839,19,1,21,18
c1840,23,5,70,58
c1841,49,13,310,136
c1842,48,10,68,47
c1843,61,4,782,142
c1844,34,27,56,19
c1845,111,20,150,142
c1846,53,17,90,45
c1847,51,17,78,99
c1848,45,16,59,72
c1849,56,67,151,94
c1850,87,21,130,98
c1851,54,18,69,73
c1852,31,6,103,97
c1853,83,25,46,82
c1854,0,0,76,0
c1855,26,4,86,54
c1856,52,55,99,84
c1857,64,45,64,39
c1858,168,7,159,205
c1859,66,45,182,108
c1860,15,2,54,79
c1861,104,77,106,50
c1862,11,3,75,51
c1863,14,9,66,88
c1864,56,10,88,72
c1865,26,12,66,76
c1866,107,129,98,92
c1867,96,39,81,146
c1868,30,34,71,57
c1869,8,3,27,55
c1870,67,11,84,62
c1871,39,4,90,54
c1872,79,189,83,64
c1873,5,0,38,48
c1874,37,14,120,93
c1875,219,408,365,346
c1876,188,286,246,176
c1877,71,10,35,51
c1878,8,1,24,14
c1879,137,66,190,134
c1880,19,7,146,140
c1881,82,8,80,74
c1882,29,8,72,114
c1883,63,45,120,63
c1884,217,196,255,215
c1885,22,6,57,39
c1886,17,4,38,63
c1887,27,1,126,108
c1888,7,3,28,69
c1889,10,2,58,32
c1890,52,19,85,62
c1891,68,80,75,60
c1892,49,10,83,72
c1893,30,30,51,46
c1894,11,3,29,128
c1895,140,44,138,123
c1896,28,2,52,95
c1897,42,18,67,74
c1898,14,5,93,47
c1899,61,46,108,61
c1900,9,1,61,60
c1901,40,11,47,49
c1902,8,3,6,68
c1903,96,5,207,189
c1904,68,32,55,56
c1905,7,4,67,37
c1906,292,437,297,147
c1907,40,16,57,65
c1908,16,8,68,93
c1909,6,4,19,75
c1910,30,7,42,56
c1911,43,13,139,101
c1912,224,423,230,143
c1913,13,7,45,11
c1914,52,26,62,26
c1915,72,34,34,57
c1916,21,6,58,107
c1917,54,5,83,149
c1918,266,92,130,238
c1919,13,1,15,38
c1920,41,47,75,44
c1921,114,48,128,182
c1922,44,7,50,36
c1923,66,18,78,144
c1924,51,14,83,128
c1925,9,7,37,18
c1926,98,55,110,78
c1927,66,27,106,62
c1928,59,15,70,89
c1929,0,20,0,40
c1930,51,25,86,33
c1931,292,284,222,210
c1932,47,1,104,102
c1933,103,35,330,450
c1934,61,41,90,90
c1935,17,5,42,50
c1936,46,70,64,40
c1937,25,3,101,99
c1938,53,2,65,136
c1939,66,96,115,61
c1940,34,55,110,67
c1941,86,40,125,113
c1942,50,16,115,99
c1943,17,1,43,34
c1944,45,0,33,41
c1945,92,15,156,92
c1946,94,51,153,93
c1947,54,18,152,156
c1948,48,48,73,46
c1949,71,38,89,82
c1950,97,32,161,95
c1951,62,21,77,89
c1952,80,77,118,94
c1953,73,17,70,74
c1954,118,106,198,189
c1955,27,0,47,80
c1956,124,20,198,185
c1957,78,6,140,101
c1958,130,17,231,193
c1959,20,3,61,45
c1960,92,8,82,83
c1961,39,21,54,30
c1962,47,40,50,47
c1963,70,60,100,28
c1964,13,6,31,52
c1965,178,48,235,239
c1966,48,15,139,150
c1967,75,27,228,194
c1968,62,11,183,138
c1969,2,1,63,53
c1970,119,148,175,108
c1971,18,2,60,31
c1972,55,30,90,91
c1973,60,8,65,78
c1974,60,48,110,55
c1975,41,22,137,45
c1976,121,80,98,110
c1977,88,28,137,196
c1978,134,8,210,279
c1979,66,22,100,70
c1980,10,54,89,132
c1981,65,29,137,45
c1982,116,26,131,88
c1983,68,19,120,70
c1984,46,80,100,65
c1985,21,21,80,16
c1986,112,18,233,158
c1987,88,12,71,132
c1988,54,36,116,65
c1989,119,95,139,104
c1990,7,51,120,140
c1991,12,3,55,66
c1992,45,0,169,54
c1993,50,9,109,41
c1994,32,74,122,47
c1995,40,13,39,69
c1996,193,100,327,245
c1997,45,3,65,85
c1998,32,2,70,35
c1999,90,62,100,93
c2000,44,32,98,65
c2001,57,21,135,124
c2002,10,8,46,38
c2003,20,10,39,24
c2004,5,5,10,19
c2005,25,6,56,81
c2006,174,248,299,141
c2007,171,106,194,205
c2008,21,7,61,47
c2009,42,32,93,62
c2010,87,39,141,79
c2011,79,25,102,52
c2012,48,69,62,34
c2013,56,11,63,46
c2014,202,5,246,85
c2015,31,10,47,47
c2016,0,7,85,50
c2017,63,88,90,63
c2018,165,44,138,159
c2019,12,8,42,57
c2020,8,1,32,35
c2021,47,45,43,62
c2022,79,4,181,292
c2023,12,1,35,20
c2024,61,1,108,133
c2025,25,16,74,42
c2026,71,48,132,78
c2027,101,58,113,96
c2028,43,22,61,35
c2029,117,184,202,77
c2030,30,3,59,69
c2031,8,0,18,148
c2032,68,10,92,103
c2033,11,3,47,53
c2034,68,56,143,85
c2035,37,50,60,69
c2036,87,86,152,138
c2037,14,5,177,499
c2038,50,4,33,56
c2039,39,6,95,482
c2040,29,13,82,71
c2041,23,9,53,71
c2042,58,14,82,96
c2043,154,211,224,202
c2044,33,11,99,76
c2045,26,10,39,58
c2046,132,68,129,122
c2047,17,9,30,68
c2048,62,4,97,122
c2049,160,33,304,67
c2050,92,67,95,42
c2051,70,29,123,119
c2052,33,53,49,56
c2053,103,69,140,144
c2054,1,8,32,34
c2055,108,49,148,93
c2056,54,9,72,51
c2057,61,22,198,217
c2058,81,42,56,148
c2059,11,5,54,42
c2060,7,3,19,17
c2061,111,216,148,117
c2062,54,18,61,84
c2063,6,1,36,84
c2064,26,5,38,67
c2065,43,14,90,90
c2066,61,91,63,58
c2067,34,60,76,76
c2068,31,22,95,149
c2069,98,60,121,105
c2070,100,90,105,100
c2071,57,9,191,120
c2072,99,20,136,120
c2073,95,97,128,87
c2074,114,3,95,145
c2075,59,21,169,96
c2076,61,12,140,72
c2077,53,79,53,58
c2078,27,17,182,0
c2079,43,68,63,49
c2080,76,15,72,95
c2081,52,35,114,83
c2082,68,68,203,96
c2083,268,43,371,200
c2084,189,50,225,190
c2085,84,5,51,36
c2086,36,41,72,38
c2087,31,23,153,53
c2088,9,7,55,39
c2089,13,5,41,103
c2090,6,4,32,29
c2091,55,9,209,147
c2092,99,113,168,88
c2093,4,10,61,42
c2094,34,30,89,101
c2095,24,21,109,60
c2096,71,8,79,69
c2097,79,6,12,119
c2098,34,9,150,86
c2099,67,57,94,44
c2100,100,4,224,122
c2101,5,0,27,13
c2102,22,6,143,43
c2103,25,15,48,11
c2104,70,37,148,75
c2105,13,7,150,86
c2106,12,5,46,40
c2107,58,20,82,102
c2108,26,67,61,50
c2109,12,2,185,49
c2110,58,0,112,113
c2111,15,4,18,60
c2112,20,2,91,77
c2113,50,6,148,148
c2114,25,2,115,67
c2115,126,67,135,100
c2116,78,123,88,87
c2117,52,9,82,70
c2118,30,36,61,46
c2119,34,3,127,88
c2120,38,2,190,198
c2121,53,12,145,66
c2122,100,40,189,199
c2123,40,25,96,74
c2124,107,247,178,57
c2125,45,60,48,44
c2126,94,22,170,124
c2127,45,39,155,204
c2128,82,40,119,66
c2129,149,38,155,213
c2130,86,58,76,54
c2131,48,14,281,165
c2132,9,3,43,36
c2133,30,6,26,56
c2134,16,21,150,141
c2135,20,1,26,44
c2136,54,54,300,115
c2137,46,48,103,60
c2138,36,0,21,44
c2139,44,34,84,64
c2140,24,4,20,16
c2141,31,0,105,71
c2142,31,1,77,73
c2143,113,88,259,258
c2144,46,6,103,74
c2145,118,39,196,126
c2146,81,139,71,39
c2147,77,21,176,90
c2148,37,25,109,69
c2149,73,93,97,72
c2150,223,117,99,251
c2151,9,9,88,77
c2152,112,141,88,50
c2153,60,111,76,91
c2154,54,7,275,89
c2155,51,6,128,143
c2156,28,8,71,73
c2157,65,87,63,89
c2158,41,67,45,43
c2159,175,67,151,107
c2160,110,30,232,164
c2161,25,3,60,61
c2162,72,159,265,144
c2163,140,57,72,159
c2164,9,3,11,88
c2165,15,5,77,116
c2166,7,0,41,73
c2167,7,2,48,79
c2168,94,31,42,118
c2169,92,34,135,74
c2170,19,1,145,53
c2171,133,41,83,79
c2172,36,5,30,15
c2173,85,5,283,135
c2174,34,22,41,31
c2175,67,46,52,43
c2176,118,66,177,94
c2177,110,10,214,107
c2178,129,158,162,48
c2179,49,9,71,41
c2180,30,58,31,38
c2181,39,36,56,63
c2182,35,10,153,96
c2183,133,78,212,158
c2184,31,4,62,82
c2185,38,63,101,62
c2186,55,25,92,73
c2187,19,2,26,64
c2188,24,3,51,37
c2189,25,5,70,69
c2190,51,24,81,51
c2191,18,7,27,24
c2192,26,11,76,53
c2193,50,10,55,38
c2194,4,1,16,138
c2195,94,8,212,304
c2196,69,10,135,97
c2197,10,2,38,107
c2198,63,85,108,59
c2199,1,0,119,16
c2200,21,12,108,80
c2201,145,239,122,116
c2202,82,3,243,347
c2203,31,17,98,71
c2204,63,35,76,42
c2205,20,12,73,91
c2206,24,4,42,79
c2207,9,0,104,108
c2208,92,87,110,188
c2209,12,6,112,115
c2210,65,38,103,71
c2211,83,33,240,107
c2212,63,13,104,129
c2213,39,6,44,22
c2214,15,5,18,18
c2215,16,6,80,168
c2216,47,22,127,133
c2217,40,37,43,59
c2218,196,103,223,182
c2219,16,4,60,149
c2220,66,61,63,61
c2221,38,8,56,81
c2222,58,48,242,155
c2223,10,67,125,85
c2224,54,22,68,43
c2225,42,29,46,54
c2226,22,19,73,35
c2227,5,0,36,47
c2228,48,9,92,120
c2229,100,80,96,61
c2230,65,31,49,81
c2231,177,253,211,138
c2232,307,351,489,363
c2233,1,7,47,42
c2234,85,117,108,108
c2235,57,82,83,62
c2236,234,311,276,167
c2237,96,7,129,97
c2238,42,4,61,81
c2239,44,14,67,35
c2240,60,4,77,92
c2241,97,57,112,121
c2242,80,4,88,63
c2243,83,62,87,76
c2244,249,151,196,152
c2245,150,31,214,199
c2246,101,4,98,87
c2247,8,1,33,83
c2248,4,5,27,56
c2249,73,49,110,57
c2250,67,49,193,179
c2251,216,240,296,218
c2252,67,29,163,37
c2253,86,53,59,99
c2254,91,40,72,57
c2255,73,44,35,42
c2256,27,22,93,60
c2257,66,10,163,241
c2258,27,2,77,19
c2259,82,22,154,132
c2260,49,4,117,59
c2261,40,7,200,72
c2262,7,47,213,91
c2263,55,24,69,13
c2264,12,1,29,15
c2265,106,84,126,93
c2266,56,29,84,95
c2267,57,51,97,41
c2268,109,39,256,228
c2269,9,3,56,49
c2270,61,22,148,41
c2271,364,281,471,221
c2272,44,155,280,168
c2273,144,31,268,152
c2274,105,17,147,135
c2275,70,37,108,51
c2276,46,63,80,54
c2277,17,2,11,69
c2278,45,4,147,87
c2279,288,146,363,258
c2280,2,0,23,30
c2281,82,20,159,70
c2282,31,6,40,70
c2283,108,63,197,95
c2284,71,13,125,88
c2285,66,20,103,36
c2286,40,9,11,72
c2287,60,56,79,46
c2288,7,0,23,104
c2289,51,8,83,54
c2290,134,75,151,86
c2291,220,102,291,303
c2292,80,12,84,78
c2293,14,0,73,43
c2294,24,4,32,96
c2295,23,3,57,29
c2296,71,28,108,126
c2297,107,35,216,215
c2298,108,170,133,127
c2299,96,9,108,66
c2300,91,12,204,86
c2301,11,2,60,58
c2302,60,76,104,59
c2303,322,150,411,341
c2304,18,2,40,17
c2305,7,2,67,54
c2306,16,5,17,48
c2307,33,14,123,106
c2308,65,9,210,211
c2309,108,136,80,69
c2310,121,70,158,119
c2311,80,64,122,89
c2312,86,47,115,89
c2313,111,19,122,101
c2314,169,66,315,345
c2315,39,25,117,86
c2316,76,54,111,81
c2317,97,33,62,200
c2318,49,55,108,88
c2319,68,17,150,79
c2320,62,51,65,70
c2321,49,5,106,75
c2322,32,8,193,124
c2323,93,87,56,65
c2324,97,94,121,103
c2325,27,23,68,140
c2326,51,4,103,111
c2327,77,51,127,62
c2328,112,117,177,203
c2329,60,29,94,88
c2330,101,25,90,100
c2331,31,11,45,45
c2332,50,31,51,50
c2333,94,15,213,95
c2334,39,16,56,89
c2335,21,2,93,51
c2336,7,13,51,79
c2337,60,2,67,57
c2338,139,27,243,238
c2339,146,48,370,182
c2340,67,21,25,81
c2341,178,105,172,102
c2342,14,6,42,38
c2343,144,89,221,181
c2344,28,12,113,133
c2345,96,33,80,63
c2346,68,25,242,168
c2347,145,63,263,183
c2348,45,7,119,71
c2349,316,91,297,328
c2350,82,52,109,75
c2351,39,14,75,67
c2352,97,29,354,184
c2353,161,110,265,141
c2354,90,29,165,82
c2355,57,54,81,54
c2356,36,56,60,30
c2357,87,24,174,250
c2358,34,20,132,112
c2359,71,18,129,78
c2360,4,20,123,89
c2361,76,45,123,56
c2362,60,24,93,78
c2363,77,25,96,45
c2364,46,12,137,114
c2365,7,0,35,65
c2366,36,2,96,100
c2367,2,2,26,20
c2368,62,41,89,89
c2369,136,19,251,199
c2370,56,24,77,39
c2371,68,38,112,92
c2372,68,31,104,62
c2373,43,8,54,41
c2374,38,17,90,51
c2375,122,67,168,80
c2376,28,18,77,73
c2377,186,216,249,203
c2378,124,11,163,85
c2379,76,0,70,67
c2380,77,22,135,47
c2381,49,38,71,70
c2382,6,0,40,25
c2383,107,97,174,123
c2384,47,3,118,89
c2385,21,7,90,45
c2386,49,45,126,73
c2387,199,30,182,223
c2388,95,61,96,104
c2389,65,13,226,31
c2390,40,1,33,40
c2391,52,0,73,78
c2392,82,70,85,99
c2393,57,18,76,89
c2394,72,63,149,85
c2395,43,3,64,52
c2396,41,35,82,117
c2397,31,15,70,84
c2398,127,59,133,228
c2399,40,42,69,43
c2400,21,7,52,75
c2401,76,5,77,67
