,mn,lossValue,Method,replicate,Time,Result
481,m100_n100,0.2,Dolphyin,s1,0.095,valid
482,m100_n100,0.4,Dolphyin,s1,0.116,valid
483,m100_n100,0.1,Dolphyin,s2,0.074,valid
484,m100_n100,0.2,Dolphyin,s2,1.912,valid
485,m100_n100,0.4,Dolphyin,s2,1.487,valid
486,m100_n100,0.1,Dolphyin,s3,0.166,valid
487,m100_n100,0.2,Dolphyin,s3,0.182,valid
488,m100_n100,0.4,Dolphyin,s3,0.115,valid
489,m100_n100,0.1,Dolphyin,s4,0.135,valid
490,m100_n100,0.2,Dolphyin,s4,0.11,valid
491,m100_n100,0.4,Dolphyin,s4,0.069,valid
492,m100_n100,0.1,Dolphyin,s5,0.221,valid
493,m100_n100,0.2,Dolphyin,s5,0.134,valid
494,m100_n100,0.4,Dolphyin,s5,0.098,valid
495,m100_n100,0.1,Dolphyin,s6,0.203,valid
496,m100_n100,0.2,Dolphyin,s6,0.234,valid
497,m100_n100,0.4,Dolphyin,s6,0.152,valid
498,m100_n100,0.1,Dolphyin,s7,0.085,valid
499,m100_n100,0.2,Dolphyin,s7,0.157,valid
500,m100_n100,0.4,Dolphyin,s7,0.086,valid
501,m100_n100,0.1,Dolphyin,s8,0.125,valid
502,m100_n100,0.2,Dolphyin,s8,0.17,valid
503,m100_n100,0.4,Dolphyin,s8,0.064,valid
504,m100_n100,0.1,Dolphyin,s9,0.083,valid
505,m100_n100,0.2,Dolphyin,s9,0.127,valid
506,m100_n100,0.4,Dolphyin,s9,0.031,valid
507,m100_n100,0.1,Dolphyin,s10,0.139,valid
508,m100_n100,0.2,Dolphyin,s10,0.149,valid
509,m100_n100,0.4,Dolphyin,s10,0.044,valid
510,m100_n100,0.1,Dolphyin,s11,0.095,valid
511,m100_n100,0.2,Dolphyin,s11,0.069,valid
512,m100_n100,0.4,Dolphyin,s11,0.074,valid
513,m100_n100,0.1,Dolphyin,s12,0.111,valid
514,m100_n100,0.2,Dolphyin,s12,0.086,valid
515,m100_n100,0.4,Dolphyin,s12,0.093,valid
516,m100_n100,0.1,Dolphyin,s13,0.131,valid
517,m100_n100,0.2,Dolphyin,s13,0.131,valid
518,m100_n100,0.4,Dolphyin,s13,0.053,valid
519,m100_n100,0.1,Dolphyin,s14,0.098,valid
520,m100_n100,0.2,Dolphyin,s14,0.112,valid
521,m100_n100,0.4,Dolphyin,s14,0.081,valid
522,m100_n100,0.1,Dolphyin,s15,0.127,valid
523,m100_n100,0.2,Dolphyin,s15,0.121,valid
524,m100_n100,0.4,Dolphyin,s15,0.142,valid
525,m100_n100,0.1,Dolphyin,s16,0.315,valid
526,m100_n100,0.2,Dolphyin,s16,0.2,valid
527,m100_n100,0.4,Dolphyin,s16,0.072,valid
528,m100_n100,0.1,Dolphyin,s17,0.245,valid
529,m100_n100,0.2,Dolphyin,s17,0.152,valid
530,m100_n100,0.4,Dolphyin,s17,0.077,valid
531,m100_n100,0.1,Dolphyin,s18,0.162,valid
532,m100_n100,0.2,Dolphyin,s18,0.143,valid
533,m100_n100,0.4,Dolphyin,s18,0.128,valid
534,m100_n100,0.1,Dolphyin,s19,0.09,valid
535,m100_n100,0.2,Dolphyin,s19,0.123,valid
536,m100_n100,0.4,Dolphyin,s19,0.09,valid
537,m100_n100,0.1,Dolphyin,s20,0.142,valid
538,m100_n100,0.2,Dolphyin,s20,0.12,valid
539,m100_n100,0.4,Dolphyin,s20,0.067,valid
